證券代碼,年月,週轉率％_月,法人持股%,報酬率％_月
2702 華園,2013/6/28,1.0096,53.87,-2.0305
2704 國賓,2013/6/28,1.756,70.78,2.3809
2705 六福,2013/6/28,2.6568,9.93,-5.7627
2706 第一店,2013/6/28,0.5408,76.74,-2.5254
2707 晶華,2013/6/28,2.8107,79.45,1.0015
2722 夏都,2013/6/28,0.8157,72.22,1.6708
2723 美食-KY,2013/6/28,1.5207,65.25,-8.7778
2727 王品,2013/6/28,2.5353,38.14,-1.8247
2801 彰銀,2013/6/28,2.6762,64.72,-2.6472
2809 京城銀,2013/6/28,5.9135,26.21,-6.4221
2812 台中銀,2013/6/28,2.2873,52.05,-0.9129
2816 旺旺保,2013/6/28,1.8265,65.17,-3.3639
2820 華票,2013/6/28,8.5118,45.21,-3.3238
2832 台產,2013/6/28,1.2363,53.81,-2.009
2834 臺企銀,2013/6/28,2.6597,59.4,-3.7675
2836 高雄銀,2013/6/28,1.1158,59.94,-1.35
2838 聯邦銀,2013/6/28,0.7877,81.34,-3.0303
2841 台開,2013/6/28,3.3719,42.16,-6.5218
2845 遠東銀,2013/6/28,1.5447,70.35,-2.7999
2849 安泰銀,2013/6/28,0.2558,95.28,-4.9231
2850 新產,2013/6/28,1.8955,59.04,-1.3244
2851 中再保,2013/6/28,0.5852,84.76,-1.1068
2852 第一保,2013/6/28,4.4903,42.91,-0.5
2855 統一證,2013/6/28,1.5011,70.67,-2.5001
2867 三商壽,2013/6/28,1.7761,73.86,-5.9524
2880 華南金,2013/6/28,1.3911,74.12,-4.2735
2881 富邦金,2013/6/28,3.9454,72.78,2.8968
2882 國泰金,2013/6/28,5.0049,68.08,4.8719
2883 開發金,2013/6/28,4.8258,46.71,-5.18
2884 玉山金,2013/6/28,5.3457,73.23,-1.0813
2885 元大金,2013/6/28,3.8716,74.47,-6.0242
2886 兆豐金,2013/6/28,3.5982,82.59,-5.6018
2887 台新金,2013/6/28,4.8838,59.05,2.3256
2888 新光金,2013/6/28,9.7414,50.49,-1.4633
2889 國票金,2013/6/28,0.7338,67.3,-1.4778
2890 永豐金,2013/6/28,3.6576,65.36,-3.3897
2891 中信金,2013/6/28,4.8628,71.67,-3.1331
2892 第一金,2013/6/28,2.4339,63.21,-2.2039
2897 王道銀行,2013/6/28,0.84,83.71,4
2901 欣欣,2013/6/28,1.6785,69.68,-4.9338
2903 遠百,2013/6/28,3.6521,69.12,0.3516
2904 匯僑,2013/6/28,7.2573,54.02,-0.8804
2905 三商,2013/6/28,1.3131,62.16,-3.6734
2906 高林,2013/6/28,1.3534,49,-2.5316
2908 特力,2013/6/28,3.1359,48.72,3.9561
2910 統領,2013/6/28,0.1284,59.7,0.6818
2911 麗嬰房,2013/6/28,3.4378,20.62,-10.9452
2912 統一超,2013/6/28,2.7206,96,6.2163
2913 農林,2013/6/28,3.9305,19.92,-1.6901
2915 潤泰全,2013/6/28,4.8022,83.51,-5.5636
3002 歐格,2013/6/28,1.3676,20.08,-5.1644
3003 健和興,2013/6/28,1.0888,19.47,-5.3487
3004 豐達科,2013/6/28,1.7722,65.52,-3.1786
3005 神基,2013/6/28,18.1061,42.38,-6.4419
3006 晶豪科,2013/6/28,58.7597,19.61,-8.9149
3008 大立光,2013/6/28,24.7659,48.36,-1.3361
3010 華立,2013/6/28,4.4954,37.61,-1.8301
3011 今皓,2013/6/28,12.3058,0.66,-13.4529
3013 晟銘電,2013/6/28,9.0492,12.82,-7.8602
3014 聯陽,2013/6/28,10.4952,22.71,-12.0438
3015 全漢,2013/6/28,3.0848,28.09,-1.9574
3016 嘉晶,2013/6/28,14.7086,25.08,-12.9496
3017 奇鋐,2013/6/28,7.9194,41.77,-5.2631
3018 同開,2013/6/28,4.6387,23.41,-3.1142
3019 亞光,2013/6/28,24.8813,13.6,-8.2969
3021 鴻名,2013/6/28,3.7207,36.02,-1.3511
3022 威強電,2013/6/28,4.8861,23.28,-11.1544
3023 信邦,2013/6/28,7.524,18.63,-2.6786
3024 憶聲,2013/6/28,3.6469,18.57,-14.3041
3025 星通,2013/6/28,7.0897,13.52,-4.0179
3026 禾伸堂,2013/6/28,3.2056,30.1,-2.1383
3027 盛達,2013/6/28,14.8408,23.59,-23.6362
3028 增你強,2013/6/28,2.8677,23.82,-2.4816
3029 零壹,2013/6/28,4.6103,7.55,-6.7339
3030 德律,2013/6/28,7.9562,39.63,-9.636
3031 佰鴻,2013/6/28,4.7002,31.41,-9.1483
3032 偉訓,2013/6/28,19.3116,37.24,6.5637
3033 威健,2013/6/28,2.4437,23.25,-0.2353
3034 聯詠,2013/6/28,13.3667,80.64,-4.5902
3035 智原,2013/6/28,8.4945,25.23,-9.7954
3036 文曄,2013/6/28,4.1388,47.76,-1.5672
3037 欣興,2013/6/28,7.1133,73.3,-11.6925
3038 全台,2013/6/28,4.0905,6.69,-11.6535
3040 遠見,2013/6/28,13.7053,32.79,-7.3238
3041 揚智,2013/6/28,13.0666,30.56,-4.6877
3042 晶技,2013/6/28,6.9432,60.51,-6.6056
3043 科風,2013/6/28,2.5282,12.04,-24.0876
3044 健鼎,2013/6/28,7.2081,72.89,-6.3675
3045 台灣大,2013/6/28,3.9715,89.66,8.2193
3046 建碁,2013/6/28,0.8457,38.74,-3.6065
3047 訊舟,2013/6/28,14.0441,14.46,-2.2728
3048 益登,2013/6/28,2.7232,14.72,-7.2581
3049 和鑫,2013/6/28,26.6991,24.64,-11.382
3050 鈺德,2013/6/28,25.8828,28.1,-11.3009
3051 力特,2013/6/28,8.4394,5.03,-13.7579
3052 夆典,2013/6/28,14.358,20.74,-5.9442
3054 立萬利,2013/6/28,57.3347,21.21,-7.727
3055 蔚華科,2013/6/28,1.1723,17.97,-8.0458
3056 總太,2013/6/28,28.2693,27.8,-7.717
3057 喬鼎,2013/6/28,15.6302,6.44,-3.4759
3058 立德,2013/6/28,12.7082,19.92,-7.2193
3059 華晶科,2013/6/28,5.3709,45.03,-11.1394
3060 銘異,2013/6/28,17.0013,10.6,1.134
3062 建漢,2013/6/28,17.247,39.74,1.8479
3090 日電貿,2013/6/28,3.0886,11.62,-3.5019
3092 鴻碩,2013/6/28,2.1575,22.83,-2.2776
3094 聯傑,2013/6/28,9.9204,9.85,-8.1683
3130 一零四,2013/6/28,0.1569,51.17,-2.1953
3138 耀登,2013/6/28,1.1881,54.81,22.8915
3149 正達,2013/6/28,23.3266,50,-12.5611
3164 景岳,2013/6/28,39.5249,1.83,7.9811
3167 大量,2013/6/28,0.7457,11.3,1.7295
3189 景碩,2013/6/28,13.9836,88.51,5.5557
3209 全科,2013/6/28,31.6667,5.35,7.5794
3229 晟鈦,2013/6/28,37.3803,44.07,43.5348
3231 緯創,2013/6/28,10.1728,73.05,-1.7856
3257 虹冠電,2013/6/28,43.7255,14.4,6.0466
3266 昇陽,2013/6/28,4.9717,72.35,-6.1259
3296 勝德,2013/6/28,65.3537,24.61,29.3151
3305 昇貿,2013/6/28,2.8988,24.32,2.6478
3308 聯德,2013/6/28,0.3672,36.44,-1.2301
3311 閎暉,2013/6/28,5.2513,62.07,-2.5342
3338 泰碩,2013/6/28,1.6726,3.01,-3.1487
3356 奇偶,2013/6/28,6.8524,34.13,1.4983
3376 新日興,2013/6/28,17.9634,46.89,-15.311
3380 明泰,2013/6/28,5.9377,67.22,-4.9021
3383 新世紀,2013/6/28,4.7611,40.78,-11.2642
3406 玉晶光,2013/6/28,29.0195,25.32,-17.3913
3413 京鼎,2013/6/28,3.6926,52.6,9.5615
3416 融程電,2013/6/28,1.9594,17.9,-1.7971
3419 譁裕,2013/6/28,16.177,6.39,-0.7875
3432 台端,2013/6/28,5.7172,23.42,-10.5838
3443 創意,2013/6/28,12.5684,48.74,-1.82
3450 聯鈞,2013/6/28,49.4468,43.57,5.7019
3454 晶睿,2013/6/28,27.6202,53.37,1.1952
3481 群創,2013/6/28,15.2202,70.55,-25.9902
3494 誠研,2013/6/28,35.8635,15.01,2.6736
3501 維熹,2013/6/28,6.8571,52.54,7.5334
3504 揚明光,2013/6/28,34.3787,60.5,-9.1014
3515 華擎,2013/6/28,1.2283,75.62,-1.8957
3518 柏騰,2013/6/28,1.8805,12.44,-4.4887
3528 安馳,2013/6/28,1.8451,5.78,-0.3291
3530 晶相光,2013/6/28,1.404,84.52,61.7373
3532 台勝科,2013/6/28,0.4509,95.01,-1.9479
3533 嘉澤,2013/6/28,5.9523,50,-6.8181
3535 晶彩科,2013/6/28,15.5337,1.68,-10.593
3536 誠創,2013/6/28,2.1689,46.66,-8.3064
3545 敦泰,2013/6/28,67.1635,72.48,12.6375
3550 聯穎,2013/6/28,3.2129,19.84,-5.036
3557 嘉威,2013/6/28,35.8947,6.04,-20.2897
3563 牧德,2013/6/28,24.8681,23.5,1.7911
3576 聯合再生,2013/6/28,27.1645,26.61,-12.1092
3588 通嘉,2013/6/28,3.2752,25.05,-6.7439
3591 艾笛森,2013/6/28,4.2559,32.14,-6.9644
3593 力銘,2013/6/28,27.9042,41.36,8.1817
3596 智易,2013/6/28,15.1611,60.16,1.1494
3605 宏致,2013/6/28,3.8893,38.27,-13.9898
3607 谷崧,2013/6/28,15.0867,18.83,0
3617 碩天,2013/6/28,5.0639,46.03,-3.0665
3622 洋華,2013/6/28,8.9762,44.41,-11.7959
3645 達邁,2013/6/28,2.0343,34.87,-8.1762
3653 健策,2013/6/28,4.4016,61.03,-2.8939
3661 世芯-KY,2013/6/28,0.4808,90.53,25.6412
3665 貿聯-KY,2013/6/28,28.2619,28.82,4.3243
3669 圓展,2013/6/28,2.5235,56.86,-7.8473
3673 TPK-KY,2013/6/28,25.8463,80.96,-19.5981
3679 新至陞,2013/6/28,1.3319,44.85,-9.3985
3682 亞太電,2013/6/28,1.3306,52.43,-0.0001
3686 達能,2013/6/28,23.5921,4.57,-15.909
3694 海華,2013/6/28,5.4537,61.28,-11.7073
3702 大聯大,2013/6/28,6.0316,53.01,-1.2517
3703 欣陸,2013/6/28,1.5766,49.73,-5.1724
3704 合勤控,2013/6/28,2.5405,13.71,-10.135
3705 永信,2013/6/28,3.3003,19.44,0.2386
4104 佳醫,2013/6/28,6.6992,44.44,-8.1082
4106 雃博,2013/6/28,12.0225,38.29,2.8258
4108 懷特,2013/6/28,7.6401,23.58,-12.4731
4119 旭富,2013/6/28,3.6338,70.76,-1.8623
4133 亞諾法,2013/6/28,11.0822,22,-3.3615
4142 國光生,2013/6/28,9.6484,63.81,-4.8103
4155 訊映,2013/6/28,3.482,28.84,8.7105
4164 承業醫,2013/6/28,11.9642,54.59,-15.9284
4306 炎洲,2013/6/28,3.0274,33.35,-0.7175
4414 如興,2013/6/28,91.8107,19.27,3.0435
4426 利勤,2013/6/28,15.3686,25.95,-22.4287
4526 東台,2013/6/28,4.1912,33.71,-1.2822
4532 瑞智,2013/6/28,13.8419,69.28,-6.8662
4536 拓凱,2013/6/28,0.4115,1.67,-2.4863
4720 德淵,2013/6/28,8.3336,13.77,-0.6578
4722 國精化,2013/6/28,179.2897,23.65,8.2196
4737 華廣,2013/6/28,1.4336,39.73,0.1731
4739 康普,2013/6/28,0.2817,55.31,-1.3124
4746 台耀,2013/6/28,7.2303,39.41,-8.7476
4904 遠傳,2013/6/28,3.7846,97.36,12.5875
4906 正文,2013/6/28,12.8907,37.55,-11.8783
4912 聯德控股-KY,2013/6/28,13.375,3.03,-9.3728
4915 致伸,2013/6/28,8.3917,62.74,-10.6645
4916 事欣科,2013/6/28,2.9807,59.65,-12.7794
4919 新唐,2013/6/28,5.9854,77.93,-11.3096
4927 泰鼎-KY,2013/6/28,30.9145,47.97,-3.8149
4934 太極,2013/6/28,16.9594,59.93,-9.7317
4935 茂林-KY,2013/6/28,5.3383,52.76,-10.8322
4938 和碩,2013/6/28,8.8533,72.78,-8.8396
4942 嘉彰,2013/6/28,7.2592,57.25,-10.8432
4952 凌通,2013/6/28,30.4195,60.8,-1.1347
4956 光鋐,2013/6/28,15.2438,34.68,-14.5593
4958 臻鼎-KY,2013/6/28,7.5412,84.97,-11.7419
4960 誠美材,2013/6/28,21.6613,77.98,-8.5165
4961 天鈺,2013/6/28,1.7075,65.75,-8.1487
4967 十銓,2013/6/28,0.0178,25.94,0.2655
4968 立積,2013/6/28,0.1733,50.41,-4.4538
4976 佳凌,2013/6/28,2.621,31.35,-3.6111
4994 傳奇,2013/6/28,2.4392,20.31,-4.3242
4999 鑫禾,2013/6/28,24.7088,31.78,1.0971
5007 三星,2013/6/28,6.9882,72.94,-0.3428
5203 訊連,2013/6/28,4.4293,57.28,-0.9902
5215 科嘉-KY,2013/6/28,5.1026,48.45,4.0447
5234 達興材料,2013/6/28,18.2434,71.43,-14.9275
5258 虹堡,2013/6/28,0.6117,46.92,-4.8194
5269 祥碩,2013/6/28,9.2397,65.08,-19.2242
5306 桂盟,2013/6/28,19.9148,51.95,17.3911
5388 中磊,2013/6/28,14.3066,46.39,-3.7805
5434 崇越,2013/6/28,4.0619,28.07,-0.9345
5469 瀚宇博,2013/6/28,6.4837,55.57,-3.2029
5471 松翰,2013/6/28,4.9923,28.97,-1.0343
5484 慧友,2013/6/28,14.8253,15.73,0.0001
5515 建國,2013/6/28,8.4133,31.34,-6.0899
5519 隆大,2013/6/28,6.3958,47.17,4.9785
5521 工信,2013/6/28,22.9513,16.39,-1.079
5522 遠雄,2013/6/28,3.2624,87.9,-2.9985
5525 順天,2013/6/28,3.9661,49.32,-8.5394
5531 鄉林,2013/6/28,3.4142,79.56,-4.706
5533 皇鼎,2013/6/28,4.1395,32,-2.7906
5534 長虹,2013/6/28,7.9675,75.59,-3.5717
5607 遠雄港,2013/6/28,16.6232,51.36,-6.0466
5608 四維航,2013/6/28,2.9552,39.86,-0.483
5706 鳳凰,2013/6/28,6.3839,18.11,1.515
5880 合庫金,2013/6/28,2.0634,71.97,-4.3227
5906 台南-KY,2013/6/28,3.182,75.98,-10.4225
6005 群益證,2013/6/28,4.9707,71.09,-0.0001
6024 群益期,2013/6/28,2.4402,63.57,1.9783
6108 競國,2013/6/28,5.5141,6.15,-3.6867
6112 聚碩,2013/6/28,8.733,7.75,-2.1406
6115 鎰勝,2013/6/28,1.7334,42.52,-1.0011
6116 彩晶,2013/6/28,51.5188,29.84,-8.2142
6117 迎廣,2013/6/28,0.899,19.71,4.8951
6120 達運,2013/6/28,5.0663,43.88,-14.4738
6128 上福,2013/6/28,14.0282,7.14,0.6945
6133 金橋,2013/6/28,4.8038,24.84,-18.8679
6136 富爾特,2013/6/28,10.64,13.07,1.2892
6139 亞翔,2013/6/28,0.9408,46.97,-2.0549
6141 柏承,2013/6/28,1.1483,18.73,-7.2961
6142 友勁,2013/6/28,3.3019,24.28,-4.5851
6152 百一,2013/6/28,12.2998,22.97,-1.0676
6153 嘉聯益,2013/6/28,15.6066,34.32,-17.0588
6155 鈞寶,2013/6/28,0.7361,32.19,-2.7397
6164 華興,2013/6/28,27.1954,4.33,-10.724
6165 浪凡,2013/6/28,10.6716,31.88,9.322
6166 凌華,2013/6/28,4.1234,48.41,13.2188
6168 宏齊,2013/6/28,2.2685,32.52,-10.4247
6176 瑞儀,2013/6/28,28.8902,81.28,-13.772
6177 達麗,2013/6/28,2.9928,66.83,-4.4236
6183 關貿,2013/6/28,0.846,60.85,-1.2903
6184 大豐電,2013/6/28,2.2591,30.39,-0.6611
6189 豐藝,2013/6/28,4.6832,16.29,0.874
6191 精成科,2013/6/28,3.161,54.73,-9.292
6192 巨路,2013/6/28,4.1319,50.63,-3.0974
6196 帆宣,2013/6/28,11.1943,27.06,-4.6632
6197 佳必琪,2013/6/28,6.2359,12.3,-9.9638
6201 亞弘電,2013/6/28,0.7074,6.39,-0.3545
6202 盛群,2013/6/28,3.8866,39.88,-1.5585
6205 詮欣,2013/6/28,2.9691,17.11,-1.985
6206 飛捷,2013/6/28,16.3535,25.29,1.5088
6209 今國光,2013/6/28,15.2078,8.52,-12.0879
6213 聯茂,2013/6/28,4.8805,49.55,-3.1793
6214 精誠,2013/6/28,1.8238,28.66,2.0745
6215 和椿,2013/6/28,8.611,27.31,-1.6665
6216 居易,2013/6/28,7.5346,3.59,-6.0185
6224 聚鼎,2013/6/28,7.014,36.35,1.7239
6225 天瀚,2013/6/28,0.3226,23.45,-15.1787
6226 光鼎,2013/6/28,10.4592,5.67,-22.7811
6230 尼得科超眾,2013/6/28,28.9103,29.51,-2.3469
6235 華孚,2013/6/28,6.6274,42.86,-13.1916
6239 力成,2013/6/28,15.57,61.92,3.3028
6243 迅杰,2013/6/28,13.9793,10.93,-17.4313
6251 定穎,2013/6/28,6.0669,18.34,-4.689
6257 矽格,2013/6/28,24.8582,52.31,-5.3115
6269 台郡,2013/6/28,38.0159,56.4,-7.2073
6271 同欣電,2013/6/28,16.9232,62.58,7.4627
6277 宏正,2013/6/28,2.126,18.7,5.6642
6278 台表科,2013/6/28,10.262,37.24,-10.9088
6281 全國電,2013/6/28,2.538,50.97,1.7688
6282 康舒,2013/6/28,10.1773,58.24,-8.4292
6283 淳安,2013/6/28,81.8346,33.43,-15.1649
6285 啟碁,2013/6/28,7.6571,60.45,-8.9506
6288 聯嘉,2013/6/28,1.363,68.09,14.3695
6289 華上,2013/6/28,9.3267,32.84,-4.6564
6504 南六,2013/6/28,49.6887,30.76,56.0912
6505 台塑化,2013/6/28,0.762,97.34,-2.0488
6605 帝寶,2013/6/28,3.3091,54.02,-6.0024
8011 台通,2013/6/28,10.2492,32.1,-3.5471
8016 矽創,2013/6/28,5.9291,35.51,-3.3417
8021 尖點,2013/6/28,23.8393,39.35,-7.7322
8033 雷虎,2013/6/28,11.7575,1.4,-11.8143
8039 台虹,2013/6/28,29.4176,45.89,-3.1248
8046 南電,2013/6/28,13.4319,83.22,-7.6652
8070 長華*,2013/6/28,4.3656,59.51,-10.9821
8072 陞泰,2013/6/28,2.454,45.09,0.5347
8081 致新,2013/6/28,8.1941,50.33,-2.8666
8101 華冠,2013/6/28,6.1441,55.43,-13.4545
8103 瀚荃,2013/6/28,4.3139,28.61,-7.0353
8105 凌巨,2013/6/28,19.3322,59.13,-20.9486
8110 華東,2013/6/28,15.2676,57.66,-0.0001
8112 至上,2013/6/28,15.1585,10.91,-9.1742
8114 振樺電,2013/6/28,7.8222,31.65,1.446
8131 福懋科,2013/6/28,3.9745,79.58,4.4775
